,Title,Title_Synonym,Title_Japanese,Status,Volumns,Chapters,Publishing,Rank,Score,Scored_by,Popularity,Memebers,Favorites,Synopsis,Publish_period,Genre
452,Ningen Shikkaku,No Longer Human,人間失格,Finished,3.0,12.0,False,453,8.15,5059,548,22430,512,Ooba Youzou is a troubled soul incapable of revealing his true self to others. A weak constitution and the lingering trauma from some abuse administered by a relative forces him to uphold a facade of hollow jocularity since high school. (Source: MU),"Feb  6, 2009 to Apr  21, 2011","'Drama', 'Historical', 'Psychological', 'Seinen'"
453,One Piece: Strong World,unkown,ONE PIECE STRONG WORLD,Finished,unkown,1.0,False,453,8.15,7318,1072,12570,107,"One Piece: Strong World is a special prologue chapter to the 10th One Piece movie, Strong World. This one-shot depicts events 20 years before the current timeline of the manga. The main focus is the relationship between Shiki, the Golden Lion and Roger, the Pirate King. In addition, it shows what other characters were doing 20 years ago. [Written by MAL Rewrite]","Nov  21, 2009 to Dec  12, 2009","'Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power'"
454,Jigokuraku,Hell's Paradise: Jigokuraku,地獄楽,Finished,13.0,128.0,False,458,8.15,15081,220,48750,1604,"Gabimaru the Hollow, a ninja of Iwagakure Village known for being cold and emotionless, was set up by his fellow ninja and is now on death row. Tired of killing and betrayal, he wants to die. However, no method of execution works on him because as much as the seemingly apathetic Gabimaru refuses to admit it, he does have a reason to live. He wants to return to his wife, who was the reason why he softened up and failed to be an effective assassin. Thus, he refuses to die. Asaemon the Decapitator, a famous executioner, sees this and has a proposal for the ninja. She wants Gabimaru to join an expedition to an island south of Japan in search of the elixir of life in exchange for a full pardon by the Shogunate. However, this island isn't a normal island: it's believed to be Paradise. However the island is full of mysteries, and the exploring team—consisting of those marked for death—might not be fully prepared to handle them. [Written by MAL Rewrite]","Jan  22, 2018 to Jan  25, 2021","'Historical', 'Shounen'"
455,Getter Robo Saga,Getter Robo Saga,unkown,Finished,9.0,69.0,False,454,8.15,444,8065,1541,128,"A compilation of the long-running Getter Robo series into one continuous story. Includes several new pages and chapters as well as revisions to old material and a newer, more conclusive ending to Getter Robo Āḥ. Getter Robo (1974) Getter Robo G (1975) Getter Robo Go (1991) Shin Getter Robo (1997) Getter Robo Āḥ (2001)",Not available,"'Action', 'Mecha', 'Shounen'"
456,Hikaru ga Chikyuu ni Ita Koro......,When Hikaru was on the earth,ヒカルが地球にいたころ......,Finished,10.0,93.0,False,455,8.15,988,3393,4182,113,"High school student Koremitsu Akagi finds himself attending the funeral of Hikaru Mikado, who had died in an accident during Golden Week. He's not sure why he's there, as he only exchanged a few words with Hikaru at school. However, Hikaru doesn't seem to be completely gone from the world, as he comes back as a ghost in order to fulfill a promise to Aoi Saotome, his fiancée. Since Koremitsu is the only one who can see him, he asks him to carry out his promise in his place. Complying with his request, Koremitsu tries to fulfill Hikaru's promises to the rest of his ""girlfriends,"" helping them overcome past misunderstandings and repair broken relationships. But the situation surrounding Hikaru's death is shrouded in mystery, as it's uncertain whether or not he truly died in an accident...","May  30, 2011 to Apr  28, 2014","'Mystery', 'Romance', 'School', 'Supernatural'"
457,Mahou Shoujo Madoka★Magica: The Different Story,Puella Magi Madoka★Magica: The different story,魔法少女まどか☆マギカ ～The different story～,Finished,3.0,12.0,False,456,8.15,6573,981,13489,603,"Ninth-grader Mami Tomoe is not your average middle schooler. While she regularly attends Mitakihara Middle School, she also works as a magical girl—one who has made a wish in exchange for magical powers and a new duty to seek out and destroy otherworldly beings known as witches. But Mami is also a special case among magical girls—while most fight for their own sake, Mami prefers to work with others, becoming a guardian of justice who destroys any evil creatures she can find, whether it be a witch or a mere familiar. It is this selfless lack of self-interest that often distances her from other magical girls, and as a result, Mami is often lonely. During one of her usual witch hunts, she finds a novice magical girl struggling against a particularly strong witch. After Mami lends her help, the magical girl introduces herself as Kyouko Sakura from the city of Kazamino. Impressed by Mami's skill and hospitality, Kyouko quickly requests to team up with her and become her apprentice. Beginning as an adaptation of one of the hit anime's drama CDs, Mahou Shoujo Madoka★Magica: The Different Story is a tale of the relationship between two magical girls shown from an alternate perspective. [Written by MAL Rewrite]","Jun  12, 2012 to Nov  12, 2012","'Drama', 'Horror', 'Magic', 'School', 'Seinen'"
458,Toshokan no Daimajutsushi,Magus of the Library,圕の大魔術師,Publishing,unkown,unkown,True,458,8.14,955,3022,4727,101,"Throughout civilization, books have been revered. They crystallize knowledge, link the past to the future, and convey thought itself. To protect all sorts of written texts, a man known as the Magus of the Library established the Central Library in Aftzaak—the City of Books. In the slums of the desert village Amun lives Theo Fumis, a young boy who loves to read. Unfortunately, people from the slums are unable to use the local library. To make matters worse, he is continually bullied by his peers due to his unusually long ears. Seeking to escape from his miserable living conditions, he dreams of one day going to Aftzaak. His unpleasant daily life is soon interrupted by the arrival of the Kafna—elite librarians skillful enough to work at the Central Library. Sedona Bleu, one of the Kafna, lends Theo her most cherished book; however, due to unforeseen circumstances, he is unable to finish reading it by the time the Kafna have to depart. Fortunately for Theo, Sedona renews his loan, giving him yet another reason to go to the City of Books. [Written by MAL Rewrite]","Nov  7, 2017 to present","'Fantasy', 'Magic', 'Seinen'"
459,Teito Seihai Kitan: Fate/type Redline,unkown,帝都聖杯奇譚 Fate/type Redline,Publishing,unkown,unkown,True,459,8.14,1471,2809,5128,241,A remake of the comedy spin-off manga Koha-Ace GO: Teito Seihai Kitan.,"Dec  20, 2019 to present","'Action', 'Comedy', 'Fantasy', 'Supernatural'"
460,Tomodachi Game,unkown,トモダチゲーム,Publishing,unkown,unkown,True,467,8.14,4551,770,16648,604,"Katagiri Yuuichi believes that friends are more important than money, but he also knows the hardships of not having enough funds. He works hard to save up in order to go on the high school trip, because he has promised his four best friends that they will all go together. However, after the class' money is all collected, it's stolen! Suspicion falls on two of Yuuichi's friends, Sawaragi Shiho and Shibe Makoto. Soon afterwards, the five of them are kidnapped, and wake up in a strange room with a character from a short-lived anime. Apparently, one of them has entered them into a ""friendship game"" in order to take care of their massive debt. But who was it, and why did they have such a debt? Could they have stolen the money from class to pay for entry into the game? Yuuichi and his best friends will have to succeed in psychological games that will test or destroy their faith in one another. (Source: MangaHelpers)","Dec  9, 2013 to present","'Game', 'Shounen', 'Psychological'"
461,Amaama to Inazuma,Sweetness and Lightning,甘々と稲妻,Finished,12.0,63.0,False,461,8.14,5064,682,18388,389,"Inuzuka is a teacher who has been caring on his own for his little daughter, Tsumugi, since his wife's death. He's no good at cooking, so they've been eating packaged meals from the convenience store. A series of events lead him one evening to a restaurant run by the mother of one of his students, Kotori. Her mother isn't there, but Kotori does her best to feed them both. It turns out that Kotori is often alone, since her parents are divorced and her mother is frequently not around. The three of them begin to meet and cook tasty food together. (Source: MangaHelpers)","Feb  7, 2013 to Dec  7, 2018","'Comedy', 'Slice of Life', 'Seinen'"
462,Katekyo Hitman Reborn!,Reborn!,家庭教師ヒットマンREBORN!,Finished,42.0,411.0,False,461,8.14,61236,65,108733,9319,"The life of Tsunayoshi ""No-Good Tsuna"" Sawada is a complete wreck. Terrible grades, horrible fitness, and a non-existent social life means he has no reason to attend school, especially after discovering that his crush, Kyouko Sasagawa, is already seeing someone. Unbeknownst to him however, the blood of Giotto, the great Vongola the First, runs through his veins. Enter home tutor Reborn, an infant who claims to be the world's greatest hitman. Under orders from Vongola the Ninth, Reborn has come to train Tsuna to become a worthy successor to the famous Vongola Famiglia name. Tsuna, however, refuses, and claims that he will never become a mafia boss. How will the world's greatest hitman react to such opposition? Will he force Tsuna to adhere? Or will he use this unwillingness to his advantage? This is a story of a reluctant successor as he takes on the responsibilities of becoming the underworld's next ruling mafia leader, with the help of his friends and a one-of-a-kind home tutor. [Written by MAL Rewrite]","May  24, 2004 to Nov  12, 2012","'Action', 'Comedy', 'School', 'Shounen', 'Super Power'"
463,Wild Adapter,Wild Adapter,WILD ADAPTER,On Hiatus,7.0,52.0,False,460,8.14,1443,2239,6392,214,"Makoto Kubota wandered through life, not taking things too seriously or looking too deep within himself. His job as the head of the Izumo Group's youth gang kept him pleasantly occupied with yakuza wars, mahjong and assassinations... Until the day he stumbled upon a strange drug called Wild Adapter that produces bizarre side-effects—including death. Forever changed, Kubota becomes entangled with a drifter named Minoru Tokito, and the two form an unlikely companionship that draws them deeper into the mystery of Wild Adapter... (Source: Tokyopop)","2001 to Mar  4, 2016","'Action', 'Comedy', 'Mystery', 'Drama', 'Shounen Ai'"
464,Koukou Debut,High School Debut,高校デビュー,Finished,15.0,62.0,False,464,8.14,26446,177,57935,2139,"While in middle school, Haruna Nagashima threw herself into playing softball while secretly dreaming of finding romance, but without any luck. High school has just started for her, and she now has the perfect chance to fall in love with a potential boyfriend. But there's one problem—she has no idea where to begin! On her first day of school, she accidentally bumps into You Komiyama, the most popular boy in the year. With his stunning looks, Haruna is positive he can help. The handsome boy reluctantly agrees to coach her about love under one condition: she must not fall in love with him. Under You's guidance, will Haruna be able to kick off her high school debut and find herself a boyfriend? [Written by MAL Rewrite]","Aug  13, 2003 to May  13, 2013","'Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life'"
465,Gunnm: Last Order,Battle Angel Alita: Last Order,銃夢 Last Order,Finished,19.0,124.0,False,465,8.14,6764,684,18388,664,"After being killed in an explosion set by Desty Nova, Gally is brought back to life in the city of Tiphares by the resourceful yet devious scientist. She learns that the floating city is caught in a chaotic civil war over the public revelation of brain biochips, the Tipharean substitution to the organic human brain. To have any chance at stopping the bloodshed, Gally joins Nova’s newly-formed entourage, which includes his assistants Elf and Zwölf, the battle android Sechs, and the repair robot Deckman 100. Tiphares and its conflict is just one small piece to an unknown star system that Gally has yet to discover. In hopes of finding more answers to her forgotten past, she and the other group members venture into the vastness of space, beginning an adventure that is set to alter the course of humanity. [Written by MAL Rewrite]","Jul  19, 2001 to Jan  28, 2014","'Action', 'Drama', 'Martial Arts', 'Sci-Fi', 'Seinen'"
466,Kaze to Ki no Uta,unkown,風と木の詩,Finished,17.0,139.0,False,466,8.14,1052,2394,5942,221,"Serge Battour is the son of a French viscount and a Romani prostitute, and despite his kind nature and academic talent, is shunned by his family and his peers due to the color of his skin. He begins to attend Lacombrade Academy, his father's alma mater, in the hopes that there he will find a place to belong. Gilbert Cocteau is, like Serge, the orphaned son of a wealthy family, and is infamous at Lacombrade for his beautiful and delicate appearance, lack of dedication to schoolwork, and habit of prostituting himself to other students. He has no intention to connect with any of his classmates, instead devoting himself to his uncle Auguste. Due to a shortage of living space, Serge and Gilbert become roommates even though Gilbert's antisocial nature has in the past made it impossible for him to room with anybody. Serge, being sociable and idealistic, is determined to be friends with Gilbert; Gilbert is only interested in either being able to manipulate Serge or push him away entirely. To the surprise of both of the boys, however, the two eventually form a deep, albeit generally dismal, bond that leads to a romantic connection. (Source: MAL)","Feb  29, 1976 to Jun  1984","'Drama', 'Historical', 'Romance', 'Shoujo', 'Shounen Ai'"
467,Ginga Nagareboshi Gin,unkown,銀牙～流れ星銀～,Finished,18.0,55.0,False,467,8.14,1285,4109,3432,210,"A giant demon bear named Akakabuto has taken over Futago pass. Shortly after, a silver, tiger-striped Akita pup named Gin is born and is trained as a bear-dog. Gin is brought to Riki (the leader of a large pack of dogs and Gin's father) to join the pack. Riki let's him join after proving his strenght and sends his platoons to all parts of Japan to recruit strong males to fight Akakabuto. Gin, the third generation of bear-dogs goes through many hardships for the purpose of stopping the terrifying bear, Akakabuto. (Source: ANN)","Nov  15, 1983 to Feb  24, 1987",'Shounen'
468,Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Subarashii Sekai ni Bakuen wo!,Konosuba: An Explosion on This Wonderful World!,この素晴らしい世界に祝福を！スピンオフ この素晴らしい世界に爆焔を！,Finished,5.0,30.0,False,472,8.13,1592,2791,5152,76,A spin-off of Kono Subarashii Sekai ni Shukufuku wo! that focuses on Megumin and Yunyun taking place before their respective appearances in the main series.,"Jul  1, 2014 to Mar  1, 2019","'Comedy', 'Fantasy', 'Supernatural'"
469,Orange,unkown,orange,Finished,3.0,22.0,False,469,8.14,2978,1887,7381,281,"In the Spring she was 16, Takemiya Naho receives a strange, but detailed letter from herself, ten years in the future. At first she thinks the letter is a prank, but then the things written in the letter actually happen, including the new transfer student that sits next to her in class, Naruse Kakeru. The letter reads just like her diary entries, down to the same characters. It is not till two weeks later, when Kakeru shows back up at school, that Naho finishes the letter... (Source: Kissmanga)","Jul  18, 2015 to Mar  18, 2016","'Drama', 'Romance', 'School', 'Sci-Fi'"
470,Cardcaptor Sakura: Clear Card-hen,Cardcaptor Sakura: Clear Card,カードキャプターさくら クリアカード編,Publishing,unkown,unkown,True,470,8.14,3490,1046,12800,231,"Upon successfully capturing all of the elusive Clow Cards and transforming them into her very own Sakura Cards, Sakura Kinomoto finds her duty as Cardcaptor complete. On the way to her first day of classes at Tomoeda Middle School, Sakura is surprised by a reunion with her sweetheart Shaoran Li, who informs her that he is permanently moving back to Tomoeda. To her delight, Shaoran will also be attending the same school! Although her life seems brighter than ever, Sakura has a strange dream later that night where she is surrounded by transparent cards and meets a mysterious cloaked figure. To her horror, the Sakura Cards have all turned clear upon waking up, and her dream now reality. With ongoing prophetic dreams, a new staff, and encounters with a new set of cards, Sakura must once again take up the role of Cardcaptor alongside her guardians and friends in a whole new adventure. [Written by MAL Rewrite]","Jun  3, 2016 to present","'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo'"
471,Machikado Mazoku,The Demon Girl Next Door,まちカドまぞく,Publishing,unkown,unkown,True,471,8.14,1012,2949,4879,218,"One morning, fifteen-year-old Yuuko Yoshida wakes up to discover she has sprouted demon horns and a tail! Not only that, she learns from her mom that she has supernatural powers and an important mission—to restore her family's glory by defeating the local magical girl. The magical girl in question is Momo Chiyoda, a student at Yuuko's school. With strength that is only mediocre at best, Yuuko's task to vanquish Momo will prove more challenging than she realizes in this topsy-turvy magical girl comedy. (Source: Seven Seas Entertainment)","Jun  28, 2014 to present","'Comedy', 'Magic', 'Slice of Life'"
472,Hitori Koukan Nikki,My Solo Exchange Diary,一人交換日記,Finished,2.0,27.0,False,473,8.13,3250,1367,10196,174,"Jealous of other people successfully moving forward in life and constantly eaten away by her insecurities, Kabi Nagata finally musters the courage to leave her parents and move into a new apartment alone. Unfortunately, she struggles to adapt to this new lifestyle and begins to contemplate her newfound feelings of loneliness, including her estranged relationship with her mother and what it means to love and be loved. As the psychological pressure mounts, her resolve waivers. From her family to love, Nagata attempts to overcome her tumultuous past and heal the wounds that afflict her. No matter how broken she may be, she does her best to move forward. [Written by MAL Rewrite] Included one-shot: Volume 2: Chika-chan no Yuuutsu","May  23, 2016 to Nov  13, 2017",'Slice of Life'
473,Doupo Cangqiong,Battle Through the Heavens,斗破苍穹,Publishing,unkown,unkown,True,484,8.13,7666,654,19037,670,"The Great Continent of Combat Qi is a place where the strong rule over the weak. Xiao Yan, a once up and coming genius of the Xiao Sect, suddenly lost all his talent at the tender age of 11. Now a 15-year-old boy, Xiao Yan is scorned by the very people who previously looked up to him, and is on the verge of being kicked out of his clan. To make matters worse, his fiancee, Na Lan Yan Ran, asks for an annulment of their engagement. Xiao Yan makes a solemn vow to himself, a vow to be ""trash"" no more and to obtain the strength to become the master of his own fate. An intricate tale of hope and despair, Doupo Cangqiong chronicles the story of a fallen prodigy who sets off on a perilous journey to obtain power, and ascend to the peak of Cultivation. [Written by MAL Rewrite]",Jun  2012 to present,"'Action', 'Adventure', 'Comedy', 'Romance', 'Supernatural'"
474,Date A Live,Date A Live,デート・ア・ライブ,Finished,22.0,146.0,False,476,8.13,3777,1024,13050,1465,"Three decades ago, more than a hundred million people fell victim to an unprecedented disaster that came to be known as a ""spatial quake."" Ever since then, humanity has built countermeasures to mitigate the damage from future catastrophes such as instantaneous evacuation methods and immediate rebuilding of any architectural damage. At present, 16-year-old Shidou Itsuka lives alone with his sister, Kotori. One day, he gets caught in a spatial quake despite preemptive warnings. Miraculously surviving the blast, he meets a mysterious girl in its wake, who he soon comes to know as a ""Spirit""—supernatural beings who are the cause behind these spatial quakes. Coincidentally, he learns of the ""Anti-Spirit Team,"" a specialized military unit tasked with destroying these Spirits with brute force. As if these revelations weren't shocking enough, Shidou finds himself recruited into working for Ratatoskr, an organization dedicated to peacefully reducing the threat brought by Spirits—with his sister as its commander! As the new weapon of Ratatoskr, Shidou must nullify the Spirits' powers to prevent them from causing more havoc. His line of attack: go on dates with them, sealing the deal with a passionate kiss. [Written by MAL Rewrite]","Mar  19, 2011 to Mar  19, 2020","'Mecha', 'Romance', 'School', 'Sci-Fi', 'Harem'"
475,K: Memory of Red,unkown,K-メモリー・オブ・レッド-,Finished,3.0,16.0,False,477,8.13,3924,1383,10068,324,"In Shizume city there's a legend about a red king with demon-like abilities that single-handendly created the Homra organization, as long as you get accepted into Homra, you can gain extraordinary powers. (Source: AQUA Scans)","May  28, 2012 to Jul  27, 2013","'Action', 'Martial Arts', 'Shoujo', 'Supernatural'"
476,Hikaru no Go,Hikaru no Go,ヒカルの碁,Finished,23.0,198.0,False,476,8.13,19890,300,38410,1756,"When Hikaru Shindou discovers an old go board in his grandfather's attic, he is greeted by the spirit of an ancient go master, Sai Fujiwara no. Sai spent his life teaching the techniques of the board game to an emperor during the Heian era, and now in his ghostly state, he is eager to share his passion with the unsuspecting Hikaru. The only problem is that Hikaru is not all that interested in board games. But Sai is not easily dissuaded. Pressured by Sai's unrelenting desire to pursue something he refers to as the ""Divine Move,"" Hikaru begrudgingly consents to playing the game, executing moves as dictated by Sai. But slowly, intrigued by the dedication of his peers, he begins to learn the basics of the game. As Hikaru enters into the world of go, guided by his intangible tutor and inspired by his rival, Akira Touya, he cannot help but be drawn into the complex game as he grows determined to prove his own abilities. In a coming-of-age story centering around an ancient board game, Hikaru no Go tells the story of a boy maturing through the pursuit of his newfound passion. [Written by MAL Rewrite]","Dec  8, 1998 to Jul  14, 2003","'Comedy', 'Drama', 'Game', 'Shounen', 'Supernatural'"
477,Sakigake!! Cromartie Koukou,Cromartie High School,魁!! クロマティ高校,Finished,17.0,335.0,False,479,8.13,3090,1268,11038,279,"Welcome to Cromartie High—a melting pot of underachievers and overzealous bullies, where the fist rules and the student body has the combined I.Q. of a rusty nail. After a whole lot of bad judgment and a little bad luck, Takashi Kamiyama is now attending this academy of dunces. Here, his only homework will be defending himself against the foul-mouthed robots, semi-intelligent apes and masked villains that roam the halls of Cromartie High School! (Source: ADV)","Jul  19, 2000 to May  17, 2006","'Comedy', 'Shounen'"
478,Gantz,Gantz,GANTZ,Finished,37.0,383.0,False,478,8.13,88460,26,171047,15216,"Lonely high school student Kei Kurono isolates himself out of a growing cynicism toward his fellow man and the cruelty they are capable of enacting. One day, while waiting to take the subway to school, Kei's classmate Masaru Katou leaps onto the tracks in an effort to save a drunk man. Driven by an uncharacteristic desire to rescue someone else, Kei follows Katou down into danger. While successful in saving him, the two boys are killed by the train. Kei wakes up beside Katou in an apartment full of strangers and furnished by a giant black orb with a glass-like outer surface. After finding out that everyone in the room has recently died, words appear on the black ball tasking them with killing a strange creature. The ball equips Kei and the others with power suits and mysterious guns before sending them off to collect this bizarre bounty. Although Kei discovers the mission to be far more deadly than originally suspected, he manages to survive. He is teleported back to the apartment where he and the other survivors are rewarded point values according to their actions in battle by the black sphere, which a fellow survivor says is called ""Gantz."" Despite his death earlier that day, Kei is granted the ability to return to his daily life with one condition: he can be uprooted from his day at any time and summoned back to the apartment, where Gantz will task him and other recently deceased with the assassination of another target. While Katou dreads the inevitable return to Gantz, Kei finds himself living for the sole purpose of carrying out these missions. Thriving in the heat of battle and learning to care about himself and his comrades, Kei faces escalating monstrous threats that begin to bleed out into his normal life outside of Gantz. [Written by MAL Rewrite]","Jul  13, 2000 to Jun  20, 2013","'Action', 'Drama', 'Ecchi', 'Horror', 'Sci-Fi', 'Supernatural', 'Psychological', 'Seinen'"
479,Bokurano,Bokurano: Ours,ぼくらの,Finished,11.0,66.0,False,481,8.13,9037,470,25691,1041,"Fifteen middle school students are happily attending a summer camp by the sea, until one of the children leads the group into a cave that will drastically alter the course of their lives forever. Inside are several computers, along with a man named Kokopelli who offers the students a chance to play a game: one where they use a gigantic robot to defeat enemies who attack the Earth. The children agree to sign a contract by touching a shield-like object, and Kokopelli transports them to the cockpit of the Zearth—the mecha they are to pilot. After an enemy mecha rises from the sea, Kokopelli shows them how to mentally control the Zearth, and defeats it. The children are excited by the prospect of defending the Earth, but not everything is as it seems. The Zearth is in fact powered by life energy, and at the end of every battle, the pilots die. After signing their lives away, the children must now use their time left on Earth to defend it. [Written by MAL Rewrite]","Nov  25, 2003 to Jun  25, 2009","'Drama', 'Mecha', 'Sci-Fi', 'Psychological', 'Seinen'"
480,Pocket Monsters Special,Pokémon Adventures,ポケットモンスターSPECIAL,Publishing,unkown,unkown,True,482,8.13,18998,285,40025,3817,"Red is just a normal kid living in the rural Pallet Town, when he decides to go out on his own adventure, along with his rival, Green. In this world of Pokémon, he makes many friends, humans and Pokémon alike. However, all is not well. Team Rocket is trying to capture Mew, a very rare Pokémon, and is performing experiments on other Pokémon, trying to increase their power. Red and his friends must battle against Team Rocket to stop their cruel experiments and unlock the secrets of Pokémon.",Apr  1997 to present,"'Action', 'Adventure', 'Kids'"
481,Shijou Saikyou no Deshi Kenichi,unkown,史上最強の弟子ケンイチ,Finished,61.0,584.0,False,483,8.13,33619,161,61728,3275,"Kenichi Shirahama is a good-natured but bullied 15-year-old boy. Tired of being weak, he joins his school's karate club to grow stronger, only to end up as mere target practice for his seniors. However, the beautiful transfer student Miu Fuuriniji changes Kenichi's undesirable fate: she is a first-rate martial artist who introduces him to Ryozanpaku dojo. There, Kenichi meets the dojo's six eccentric masters, who then decide to take him in as their disciple! Shijou Saikyou no Deshi Kenichi tells the story of history's strongest disciple Kenichi as he trains tirelessly under the world's greatest martial artists—who each specialize in their own martial art—to gain the strength to protect the people and values important to him. [Written by MAL Rewrite]","Aug  9, 2002 to Sep  17, 2014","'Action', 'Comedy', 'Drama', 'Ecchi', 'Martial Arts', 'Shounen'"
482,Shaman King Kanzenban,unkown,Shaman King シャーマンキング 完全版,Finished,unkown,33.0,False,485,8.13,6656,1006,13243,349,Shaman King Kanzenban is a reprint of the original Shaman King series but with differences including the addition of new chapters (which changes the chapter numbering). The releases also included 16 special bonus chapters called Shaman King Remix Track. (Source: MU) Note: This entry will only contain the extra chapters included in this edition. Please see here for more information.,"Mar  4, 2008 to Apr  3, 2009","'Action', 'Adventure', 'Comedy', 'Supernatural'"
483,Kindaichi Shounen no Jikenbo: File Series,The Kindaichi Case Files,金田一少年の事件簿,Finished,27.0,219.0,False,486,8.12,1638,2944,4884,152,"Kindaichi (frequently with best-bud, Miyuki) travels to various places where a murder has taken place, typically involving ghosts, curses, myths and folklore of significant events from the distant past, and solves the mystery using ingenious deductions of curious clues and his cool magic. (Source: Tokyopop)","Oct  14, 1992 to Oct  22, 1997","'Mystery', 'Drama', 'Shounen', 'Supernatural', 'Psychological'"
484,Shigurui,unkown,シグルイ,Finished,15.0,84.0,False,487,8.12,6200,657,18946,647,"The sadistic daimyo Tadanaga Tokugawa has decreed Japan's first martial arts competition with real swords, appalling even the most loyal of his retainers. However, when the spectators realize that the first match pits the one-armed Gennosuke Fujiki against the blind and lame Seigen Irako, even those with the most forceful objections declare the match to be a farce and the combatants' deformities an affront to their station. Most of the attendees are unaware of the deep-seated hatred Gennosuke and Seigen hold for each other, which stems from their struggle to become the heir to the insane samurai Kogan Iwamoto, leader of the notorious Kogan-ryuu dojo. Their once-cordial rivalry for Kogan-ryuu and the hand of Kogan's daughter Mie quickly turns violent when one of the young warriors angers the master, causing a chain of events that eventually leads to their severe injuries. Shigurui chronicles the decisions that led Gennosuke and Seigen to this desperate point, as well as the many lives ruined by the brutality of samurai culture. [Written by MAL Rewrite]","Jun  19, 2003 to Jul  17, 2010","'Action', 'Drama', 'Historical', 'Martial Arts', 'Samurai', 'Seinen'"
485,Hitsugikatsugi no Kuro.: Kaichu Tabi no Wa,Shoulder-a-Coffin Kuro,棺担ぎのクロ。～懐中旅話～,Finished,7.0,86.0,False,484,8.13,863,3217,4415,145,"Kuro, a little tomboy garbed in pitch-black with a little-tomboy-sized coffin on her back, heads out on a journey to find a certain witch. In the company of her faithful bat friend, Sen, Kuro encounters all manners of people and places which fire the reader's imagination. Told in 4-koma style with beautifully rendered art, Hitsugikatsugi no Kuro. is a manga that manages both dark and gothic and irresistibly endearing on just about every page!","Dec  9, 2004 to May  10, 2018","'Adventure', 'Fantasy'"
486,Oboreru Knife,Drowning Love,溺れるナイフ,Finished,17.0,64.0,False,488,8.12,1425,2843,5062,204,"Oboreru Knife tells the story of Natsume, a sixth-grade girl who has to move from Tokyo to a decidedly different town in the countryside. Upon meeting a boy named Kouichirou there, ""something"" stirs inside her. The story depicts a ""teen heart on the brink of ruin."" (Source: ANN)","Oct  13, 2004 to Dec  13, 2013","'Drama', 'Romance', 'School', 'Shoujo'"
487,Saraiya Goyou,House of Five Leaves,さらい屋五葉,Finished,8.0,59.0,False,489,8.12,1192,2337,6100,136,"Masterless samurai Akitsu Masanosuke is a skilled and loyal swordsman, but his naïve, diffident nature has time and again caused him to be let go by the lords who have employed him. Hungry and desperate, he becomes a bodyguard for Yaichi, the charismatic leader of a gang called ""Five Leaves."" Although disturbed by the gang's sinister activities, Masa begins to suspect that Yaichi's motivations are not what they seem. And despite his misgivings, the deeper he's drawn into the world of the Five Leaves, the more he finds himself fascinated by these devious, mysterious outlaws. (Source: Sigikki)","Nov  25, 2005 to Jul  24, 2010","'Drama', 'Historical', 'Samurai', 'Seinen'"
488,Ouran Koukou Host Club Short Special,unkown,桜蘭高校ホスト部,Finished,unkown,1.0,False,493,8.12,2306,2640,5428,17,"Two months after the Ouran Host Club members move to Boston, Mitsukuni ""Hunny"" Haninozuka experiences a very dramatic growth spurt. Now the shortest among their group, Haruhi Fujioka feels claustrophobic in her tiny apartment and self-conscious about her own height. The others in the club wonder what exactly happened to allow Hunny to grow so much in a brief time. [Written by MAL Rewrite]",Nov  2010,'Comedy'
489,Kase-san Series,unkown,加瀬さんシリーズ,Publishing,unkown,unkown,True,494,8.12,8244,502,24270,940,"Yui Yamada has always been a shy girl, keeping to her small circle of friends and fulfilling her duties as the ""Plant Appointee"" by greenifying the school. Yet, one day, she ends up crossing paths with the track and field team's ace, Tomoka Kase. Kase is outgoing and athletic, while Yamada has never played sports or participated in a club. However, despite being polar opposites, the pair soon find themselves becoming closer. With lots to learn about relationships, and each other, will their feelings bloom into something more? [Written by MAL Rewrite]","Aug  25, 2010 to present","'Romance', 'School', 'Shoujo', 'Shoujo Ai'"
490,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero,"Re:ZERO -Starting Life in Another World-, Chapter 3: Truth of Zero",Re：ゼロから始める異世界生活 第三章 Truth of Zero,Finished,11.0,55.0,False,490,8.12,2379,1492,9264,113,"The Royal Capital, the city of Lugunica, has been in disarray ever since losing its king. Now without a figurehead, the royal family collapses, and the government must immediately hold an election to decide on his successor. Subaru Natsuki, who unknowingly saved the insignia that made Emilia a Royal Election candidate, accompanies her to an important meeting. While in the capital, Emilia insists that Subaru stay behind and repose following the demon beast attack, despite the fact he would do anything besides that. However, when Subaru sees Emilia being ill-treated by both the citizens and her fellow candidates, will he be able to keep his promise to the one he loves most? [Written by MAL Rewrite]","May  27, 2015 to Sep  27, 2019","'Action', 'Fantasy', 'Seinen'"
491,Bleach: Can't Fear Your Own World,unkown,BLEACH Can't Fear Your Own World,Finished,3.0,32.0,False,491,8.12,725,4898,2800,58,"Bleach: Can't Fear Your Own World reveals more details about the four Noble Houses, the Soul King, Arrancar and Fullbringers.","Aug  4, 2017 to Dec  4, 2018","'Action', 'Super Power', 'Supernatural'"
